:START_ID,:END_ID,:TYPE,source_file,evidence
大熊猫,金丝猴,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,小熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,林麝,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,羚牛,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,血雉,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫,红腹锦鸡,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,大熊猫的伴生动物有金丝猴，小熊猫，林麝、羚牛、血雉，红腹锦鸡等。
大熊猫及伴生动物（金丝猴、小熊猫、林麝、羚牛、血雉、红腹锦鸡）,一百万到几百万年,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都是一百万到几百万年以前的古老动物。
大熊猫及伴生动物（金丝猴、小熊猫、林麝、羚牛、血雉、红腹锦鸡）,我国西南高山深谷,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,她们都有效地借助于我国西南高山深谷的有利地形而幸存至今。
大熊猫及伴生动物（金丝猴、小熊猫、林麝、羚牛、血雉、红腹锦鸡）,营养分工,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫及伴生动物（金丝猴、小熊猫、林麝、羚牛、血雉、红腹锦鸡）,昼夜活动协调,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫及伴生动物（金丝猴、小熊猫、林麝、羚牛、血雉、红腹锦鸡）,季节活动协调,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
大熊猫及伴生动物（金丝猴、小熊猫、林麝、羚牛、血雉、红腹锦鸡）,食物,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,通过长期共存，协调地共同生活于同一区域，但各自占有自己的空间，在营养上有分工，昼夜活动和季节上也参差协调，通过食物作为联系的纽带，组成一个较为稳定的动物群。
金猫,幼仔,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者
金猫,病弱年老者,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者
黄喉貂,幼仔,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者
黄喉貂,病弱年老者,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,尽管大熊猫与世无争，但在它的栖息领域里，还是有一些与它们为敌的动物，如金猫、豹、豺、狼、黄喉貂等，但这些动物通常只袭击大熊猫中的幼仔和病弱年老者
金猫、豹、豺、狼、黄喉貂,年轻体壮的大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,因为年轻体壮的大熊猫仍不失食肉祖先的凶猛，遇强不弱，令敌害生畏，对成年的健康大熊猫并不构成威胁。
金猫、豹、豺、狼、黄喉貂,成年健康大熊猫,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】伴生动物 - 成都大熊猫繁育研究基地.md,因为年轻体壮的大熊猫仍不失食肉祖先的凶猛，遇强不弱，令敌害生畏，对成年的健康大熊猫并不构成威胁。
大熊猫,10毫米,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,大熊猫皮肤厚，最厚处可达10毫米。
大熊猫,5mm,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,皮肤的平均厚度约为5mm。
大熊猫,色白而富有弹性和韧性,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,皮肤色白而富有弹性和韧性。
大熊猫,厚而粗糙,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,它们厚而粗糙的皮毛能帮助它们度过严冬。
大熊猫,不需要冬眠,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,它们不需要冬眠，即使是寒冷的冬天，它们仍然在雪地里觅食。
大熊猫,体背部厚于腹侧，体外侧厚于体内侧,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,体背部厚于腹侧，体外侧厚于体内侧。
大熊猫,隐蔽在密林的树上和积雪的地面,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,黑白相间的外表，有利于隐蔽在密林的树上和积雪的地面而不易被天敌发现。
大熊猫,快速爬上高大的乔木,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】外形特征 - 成都大熊猫繁育研究基地.md,相对锋利的爪和发达有力的前后肢，有利于大熊猫能快速爬上高大的乔木。
大熊猫,北京附近周口店,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫分布和现状 - 成都大熊猫繁育研究基地.md,大熊猫曾广泛分布于中国长江、黄河和珠江三大流域，包括从北京附近周口店至两广以及附近的东南亚地区。
大熊猫,两广,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫分布和现状 - 成都大熊猫繁育研究基地.md,大熊猫曾广泛分布于中国长江、黄河和珠江三大流域，包括从北京附近周口店至两广以及附近的东南亚地区。
大熊猫,东南亚,RELATED_TO,D:\anyclaw\docs\熊猫知识\【熊猫知识】大熊猫分布和现状 - 成都大熊猫繁育研究基地.md,大熊猫曾广泛分布于中国长江、黄河和珠江三大流域，包括从北京附近周口店至两广以及附近的东南亚地区。
